Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude,Cluster,2024,2025,2026,2027,2028
BABIN TECHNOLOGIES,"5V2R+RX3, Kakkanchery, Chelambra, Kerala 673636, India",Kerala,673636,1912,1593,7417,9321,0,0,10508,4131,680,Tirurangadi,Malappuram,11.11847254,75.89196135,3,161.1107269,153.2153898,0,615.8755296,314.8284469
CHETHANA PHARMACEUTICALS,"X6CJ+F69, Shanti Nagar, Perintalmanna, Kerala 679322, India",Kerala,679322,4455,10667,5095,0,0,0,0,0,0,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,0,0,603.9583326,0,1438.937946
FOCUS APPARELS,"AV Building, Cherattukuzhi Road, Down Hill, Malappuram, Kerala 676519, India",Kerala,676519,15887,17386,2342,3200,740,0,1322,0,0,Ernad,Malappuram,11.05071221,76.03817599,3,380.6752048,1297.84842,1470.95685,0,0
FOOT WELL EXIM,"Aravankara - Mini Ootty - Arimbramala Rd, Pookkottur, Kerala 676517, India",Kerala,676517,35874,0,24684,35365,87075,104408,257905,79068,0,Ernad,Malappuram,11.08187811,76.06632697,3,0,753.9721386,0,0,0
GRIPPO POLYMERS,"XXX7+GXF, Edappally - Panvel Hwy, Kerala 676508, India",Kerala,676508,3223,0,0,0,0,0,0,0,0,Tirurangadi,Malappuram,11.05431333,75.93619846,3,12.23081523,0,561.777825,323.0636317,0
HYKA POLYURETHANELS,"23G4+J3V, Malappuram, Kerala 676528, India",Kerala,676528,62500,20334,11495,0,0,0,0,0,0,Tirurangadi,Malappuram,11.02940632,76.03106219,3,556.3226627,1189.336676,197.2190351,0,12.85607263
INSTITUTE OF MOBILE PHONE TECHNOLOGY P.LTD.,"3W93+54W, Chemmad-Thalappara Rd, Muttichira, Moonniyur, Kerala 676311, India",Kerala,676311,525,334,0,0,0,0,0,0,0,Tirurangadi,Malappuram,11.06098252,75.89344396,3,624.4781049,467.6234753,633.6973634,0,199.5832107
KOTTACKAL SURGICALS,"Cholayil Tower, Parappur, Main Rd, Kottakkal, Kerala 676503, India",Kerala,676503,4486,10745,0,6549,980,13518,2220,9260,3440,Tirur,Malappuram,10.99830405,76.01255697,3,2124.957962,2370.68693,5658.599262,3306.139815,6455.998065
LAMIT CERAMICS,"school padi, Pathapiriyam, Manjeri, Kerala 676123, India",Kerala,676123,85,0,0,0,0,0,0,0,0,Ernad,Malappuram,11.15914023,76.13659382,3,118.9692144,57.74227728,0,0,183.0735042
MALIYAKKAL HANDICRAFTS,"Maliyekkal, Kerala 676525, India",Kerala,676525,2175,3050,4499,590,0,150,160,0,0,Nilambur,Malappuram,11.17643197,76.32507196,3,414.481018,479.7246533,429.1199874,0,323.8322666
MARJAN EXPORTS,"Jubilee Rd, Pallippuram, Angadipuram, Perintalmanna, Kerala 679322, India",Kerala,679322,224600,0,0,0,0,0,0,0,0,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,2365.514004,0,1092.72726,0,145.2952967
PANDIKKAD TRADERS,"Pandikkad, Kerala 676521, India",Kerala,676521,1122558,2137137,4038108,4285914,3875733,4661616,6565141,6200472,8403501,Ernad,Malappuram,11.10610616,76.2180062,3,8404038.946,8403312.287,8403611.899,8403613.449,8402919.011
SAFAR RUBBERS,"5VHR+J8C, Neelangoth, Kerala 673637, India",Kerala,673637,8022,0,0,0,0,0,0,0,0,Ernad,Malappuram,11.17386345,75.90456773,3,255.00158,0,294.8218482,0,478.3059231
SHARAFIYA TRADING,"Eriyad, Porur, Kerala 679328, India",Kerala,679328,91072,130225,164816,96762,119042,173892,251711,207219,141507,Nilambur,Malappuram,11.18633304,76.23256802,3,142725.9925,144393.226,142287.0801,142066.196,140385.6898
SONA EXPORTERS,"P2MW+H75, Changaramkulam, Kerala 679591, India",Kerala,679591,615507,638491,538235,527126,572348,409197,385798,526980,546689,Ponnani,Malappuram,10.73268804,76.05281177,3,544398.5167,546186.7113,543798.9127,548258.9188,541531.0386
TRENDZ FURNITURE WORLD,"327G+XWF, Oorakam, Kerala 676519, India",Kerala,676519,3129,0,0,0,0,0,0,0,0,Ernad,Malappuram,11.05071221,76.03817599,3,12.23081523,0,164.2778064,1332.838372,0
AIFFA PLASTICS,"BUILDING NO.13 PEEKEYZ TOWER ROOM NO.130-133 GROUND FLOOR KURIYODAM - AYIKKARAPPADI P.O, Kerala 673637, India",Kerala,673637,0,43859,0,0,0,0,11144,18938,0,Ernad,Malappuram,11.17386345,75.90456773,3,0,0,0,0,681.8714213
LOHASHILPI,"W7J5+G4W, Anamangad, Aliparamba, Kerala 679357, India",Kerala,679357,0,7951,0,1950,6588,5435,1205,2464,0,Perintalmanna,Malappuram,10.94409734,76.30212905,3,0,911.86447,309.4040811,0,199.6225181
ORBIZ AUTOMOTIVEZ,"Ernad Taluk, Plot No 23/A, Inkel City Rd, Panakkad, Malappuram, Kerala 676519, India",Kerala,676519,0,460,0,932,3048,1280,5629,201,72104,Ernad,Malappuram,11.05071221,76.03817599,3,73128.74875,69564.30588,68355.98108,72400.67519,71806.51105
PARISONS FOODS PVT LTD,"Kinfra Industrial Park, Kakkanchery, Kerala 673634, India",Kerala,673634,0,3499919,801050,0,0,86395,30675,364174,272860,Tirurangadi,Malappuram,11.14419871,75.88203878,3,271888.7519,275123.4692,271601.6491,273584.7185,272543.4406
MALABAR NATURAL FOODS P.LTD.,"Plot No. 26, Kinfra Techno Industrial Park, Chelembra, P.O, Kakkanchery, Malappuram, Kozhikode, Kerala 673636, India",Kerala,673636,0,0,149323,244879,352924,439108,540245,586607,592797,Tirurangadi,Malappuram,11.11847254,75.89196135,3,586072.5795,589674.4446,592895.7413,594089.4563,589892.0877
POOMAS TRADE LINKS,"Tanur Madathil Rd, near Stadium, Thazhepalam, Tirur, Kerala 676107, India",Kerala,676107,0,0,502,0,0,0,0,0,0,Tirur,Malappuram,10.9207365,75.91594423,3,179.8573965,0,0,143.2692327,190.5193323
SURYA TOOLS CENTRE,"Vyabharabavan Bldg. Ground floor NH road, Dt, Puthanathani, Kerala 676552, India",Kerala,676552,0,0,4730,6869,10877,141,0,1275,1532,Tirur,Malappuram,10.90293421,76.05797083,3,836.5961044,288.2133817,2844.413161,0,1668.693259
TIRUR COCONUT TRADERS,"WWMP+M2M, Thalakkadathur, Tirur, Kerala 676103, India",Kerala,676103,0,0,28000,56000,0,84000,0,0,0,Tirur,Malappuram,10.92247123,75.95460782,3,910.1455756,0,0,1282.876766,903.995668
UNICLEAN HYGIENE SOLUTIONS,"United tower 2nd floor .opposit highway hypermarket, Mannarkkad Rd, KSHB Colony, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,56895,0,1658,10989,27250,124131,91207,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,90152.23845,94236.5151,89940.28933,90963.1201,91529.26503
CALICUT CARGO SERVICES,"Calicut Airport Rd, Padinharathara, Karipur, Kerala 673647, India",Kerala,673647,0,0,0,17450,0,0,0,0,0,Tirurangadi,Malappuram,11.12038804,75.93486729,3,0,530.5831214,0,0,598.2115508
GLOBAL TEC ENGINEERING,"near Calicut University, 4VRM+RWV hajiyar valavu, Kozhikode, Thenhipalam, Kerala 673636, India",Kerala,673636,0,0,0,1910,0,140,1858,0,0,Tirurangadi,Malappuram,11.11847254,75.89196135,3,567.3610101,533.3355057,370.2437999,0,86.21817152
HADI EXPORTS LLP,"Sundaram Finance Building, 44C7+7W5, Calicut Rd, Karuvambram, Manjeri, Kerala 676517, India",Kerala,676517,0,0,0,61794,26000,0,0,0,0,Ernad,Malappuram,11.08187811,76.06632697,3,0,0,0,750.6751646,0
