Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
A.G. GROUP,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,694.28,693.4735999999991,692.4088779999983,692.0429491999973,693.96
A.G.PAINTS,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,25440.0,25440.0,25440.0,25441.93,25445.295100000007,25447.932767000013,25449.29520316004,25995.72
A.H. TRADERS,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16718.61,16719.29280000003,16719.652892000002,16719.821943090028,16720.9
A.J. HORIZON PHARMAPACK LLP,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0,13451.89,13448.553299999989,13451.561827000003,13450.43498581,13451.585
"A.J. IMPEX,",10960.0,10960.0,10960.0,10960.0,10960.0,10960.0,10960.0,10960.0,10960.0,10959.68,10960.043800000009,10959.201718999995,10960.706064860004,10957.08
A.J.ENTERPRISES,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0,123113.22,123119.51190000006,123115.90878600016,123133.1861038302,123125.25
A.K. AHMED MODERN RICE MILL,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0,146758.29,146732.96059999985,146719.2688959999,146681.52885157996,146735.96
A.K. ANILKUMAR,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0,9327.87,9327.4991,9326.537831000009,9325.603262080016,9326.59
A.K. BOARDS AND DOORS,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0,530098.91,529902.6062999989,529724.4056959987,529599.6646302281,530089.58
A.K. ENGINEERED WOOD AND LUMBER MFG. CO.,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.04,1000.2460999999984,1000.2693859999994,1000.69248857,1000.56
A.K. FASTNERS,161737.0,201269.0,181992.0,222424.0,181753.0,210477.0,127228.0,127228.0,127228.0,127280.42,127337.5903999999,127315.42413099976,127337.23141513992,181705.47329999998
A.K. FORMINGS (INDIA) P. LTD.,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0,43262.61,43268.66879999996,43269.25765499997,43267.96858378993,43268.11
A.K. MANSOOR,7020.0,12656.0,12656.0,12656.0,12656.0,12656.0,12656.0,12656.0,12656.0,12657.26,12658.8613,12659.896304999987,12660.05788873998,12657.34
A.K. MURALEEDHARANAN,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0,5203.66,5203.070599999991,5202.392804999986,5201.883955929996,5203.73
A.K. PANELS,78163.0,78163.0,78163.0,78163.0,78163.0,78163.0,78163.0,287310.0,281440.0,281586.54,281517.24569999974,281425.21551499947,281376.5035057693,78181.252
A.K. TRADERS,238050.0,238050.0,238050.0,238050.0,238050.0,238050.0,238050.0,238050.0,791060.0,789408.0,788706.9088999997,788141.5485579991,787612.3080434683,238100.66629999995
A.K. TRADING COMPANY,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0,16831.55,16830.997700000018,16829.978457999998,16829.47529859997,16831.48
A.K. VENEERS P. LTD.,267680.0,267680.0,97061.0,59574.5,22088.0,113140.5,204193.0,260984.0,311740.0,310958.69,310210.73350000026,309770.764585,309707.61821231974,22111.1866
A.K.M. CASHEWS,427278.0,94615.0,94615.0,94615.0,94615.0,94615.0,94615.0,94615.0,94615.0,94608.59,94580.82829999996,94570.60490600002,94559.11969905012,94619.29
A.M TRADING COMPANY,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0,107037.61,107033.65840000007,107036.53259400003,107032.87572138011,107039.72
A.M. CASHEWS,263805.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86922.98,86903.31730000016,86885.72979900012,86914.95980102023,86933.04
A.M. FISHERIES,4570.0,28000.0,85851.67,143703.33,201555.0,201555.0,201555.0,201555.0,201555.0,201661.72,201673.0684000001,201674.1989429999,201665.5368563103,201430.4029
A.M. FRUITS ,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0,561973.29,561533.7896999993,561336.3373479996,561271.9029838894,561697.37
A.M. FRUITS WORLD,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0,281114.12,281169.7659000002,281202.05055900046,281239.84354601,281115.36
A.M. GROUP SEAFOOD DEALERS,114410.0,114410.0,114410.0,114410.0,114410.0,114410.0,71900.0,29390.0,29390.0,29404.76,29405.821499999965,29411.025721000027,29411.65413882003,114311.73
A.M. MOHAMMED USMAN & BROS.,508712.0,192447.0,277651.0,128870.0,275572.0,122292.0,80509.0,80509.0,80509.0,80544.62,80568.06540000004,80583.81870299994,80588.33382153984,275570.64
A.M. TRADE AND IMPEX,57072.0,39299.0,39299.0,39299.0,39299.0,39299.0,39299.0,39299.0,39299.0,39298.05,39299.87209999994,39306.52175899996,39309.85337898003,39298.06
A.M. TRADE LINKS,25100.0,25100.0,25100.0,88847.0,108424.0,78214.0,48004.0,17794.0,17794.0,17795.27,17800.303300000014,17802.11215800002,17804.964175090023,108369.23
A.M. TRADERS,55352.0,55352.0,330456.0,619960.0,488830.0,108955.0,97767.5,86580.0,24890.0,24910.43,24921.948699999983,24922.43481800001,24925.37151549004,488801.25
A.M.K. EXPORTS,375433.0,220920.0,179160.0,137400.0,137400.0,137400.0,137400.0,137400.0,137400.0,137432.3,137460.16900000014,137470.78777499995,137478.40751870995,137489.01
A.M.S. INDUSTRIES,42214.0,42214.0,35650.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.95,27101.1675,27101.472902999994,27101.430868690037,27108.83
A.M.S. TRADERS,94926.0,349991.0,349991.0,349991.0,349991.0,349991.0,349991.0,349991.0,349991.0,350027.35,350103.4214000004,350258.276528,350253.0075996904,350300.85
A.M.STEEL & CEMENTS,701050.0,701050.0,701050.0,734235.0,767420.0,800605.0,800605.0,800605.0,800605.0,801752.43,801033.7975000005,800077.0746119996,799489.612337,766521.65
A.N. ASSOCIATES,164963.0,164963.0,164963.0,164963.0,164963.0,164963.0,164963.0,164963.0,634147.0,634052.15,634827.6590999996,635714.737888999,636238.2503456993,164936.84
A.N. IMPEX,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10519.96,10519.720999999989,10519.817566,10519.82484187002,10519.85
A.P. ENGINEERS,7870.0,7870.0,7190.0,6510.0,5830.0,5150.0,4470.0,3790.0,3790.0,3795.39,3797.9431000000063,3802.045634000009,3802.98257733,5826.39
A.P. IMPEX,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0,47998.1,47995.99460000003,47989.01912,47987.10866334998,48006.5
A.P. STEEL REROLLING MILLS P. LTD.,2650471.0,2371202.0,1748880.0,2945170.0,792340.0,490035.0,594030.0,369825.0,369825.0,370040.68,370126.8751999997,370002.279043,369937.6885522597,792275.72
A.P.M. FRESHDAY SUPERSTORE,8650.0,8650.0,3800.0,5850.0,7900.0,9950.0,9950.0,9950.0,9950.0,9944.8,9943.567900000013,9940.782743000016,9939.574501539995,7891.549999999999
A.R. TRADERS,103000.0,103000.0,103000.0,103000.0,103000.0,103000.0,154000.0,182500.0,182500.0,182612.07,182685.3945,182903.944009,182858.87759834004,103034.09
A.S. EXPORT,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.04,472.9504000000005,472.902186000001,472.82807835000006,472.89
A.S. IMPORTS,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.04,435.65640000000064,435.2112960000004,434.731193390001,435.94
A.S. MARINE INDUSTRIES P. LTD.,3160.0,28700.0,28700.0,28700.0,28700.0,28700.0,28700.0,28700.0,28700.0,28697.5,28697.48000000001,28691.15103200001,28694.791846780005,28702.71
A.S. PRECISION GEARS P. LTD.,24460.0,24460.0,24460.0,24460.0,24460.0,24460.0,24460.0,24460.0,24460.0,24458.18,24456.615100000006,24456.026626000035,24456.155819300016,24457.96
A.S. TIMBERS,284580.0,284580.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.2086,23500.531453000003,23502.18662103997,23499.93
A.T. FORT INTERNATIONAL,100840.0,100840.0,100840.0,100840.0,100840.0,100840.0,100840.0,100840.0,100840.0,100837.78,100831.10109999996,100832.26963499987,100831.97593968992,100836.14
A.V. TRADING COMPANY,16568.0,16568.0,16568.0,26315.0,18340.0,4480.0,5830.0,4780.0,5580.0,5568.17,5558.724399999998,5555.017785999999,5554.978360499996,18329.43
A.V.M. SALES P. LTD.,53212.0,53212.0,53212.0,53212.0,53212.0,53212.0,53546.67,53881.33,54216.0,54189.35,54177.0212,54177.46613400002,54178.39498938001,53235.32
A1 MARINE PRODUCTS P.  LTD.,11872.0,11872.0,11872.0,11872.0,11872.0,11872.0,11872.0,11872.0,11872.0,11872.65,11871.295499999997,11871.288304000002,11870.715587200006,11873.81
A1 PRODUCTS,2080.0,2080.0,2080.0,2080.0,2080.0,2080.0,2080.0,2080.0,2080.0,2078.9,2077.6020999999964,2076.5147739999934,2076.093813379991,2079.2
A1-CHIPS AND EXPORTS P. LTD.,7335.0,7335.0,7335.0,7335.0,7335.0,7335.0,7335.0,7335.0,7335.0,7334.37,7333.833699999996,7334.84985799999,7334.563905259988,7333.89
A2M VENTURES PVT LTD,18913.0,18913.0,18913.0,18913.0,18913.0,18913.0,18913.0,18913.0,18913.0,18915.55,18913.63970000002,18911.62440200002,18911.838510580044,18911.63
AA ENTERPRISES,95499.0,284978.0,229130.0,161135.0,135515.0,126724.0,270828.0,270828.0,270828.0,270694.11,270590.1508999997,270551.8756599993,270517.9126111894,135545.93
AAA INTERNATIONAL,173159.0,173159.0,133114.25,93069.5,53024.75,12980.0,126010.0,104071.0,55987.0,56016.19,56039.17790000007,56047.379274000086,56055.76521611008,53001.7675
AAD FISHERIES,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1630.91,1630.679800000002,1630.8487610000025,1630.599541390001,1630.22
AADHI SHIVA ENTERPRISES,53614.0,53614.0,53614.0,53614.0,53614.0,53614.0,53614.0,53614.0,53614.0,53614.15,53614.02829999999,53615.305259999965,53614.36487742988,53613.54
AADHYA ENGINEERS,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26623.9875,26623.987499999985,26623.987499999963,26624.22
AADITIYA ASWIN PAPER MILLS PVT. LTD.,52200.0,52200.0,52200.0,52200.0,52200.0,52200.0,52200.0,52200.0,52200.0,52198.16,52200.50310000005,52203.43833400003,52203.376116140025,52199.66
AADWIN REFRIGERATION INDIA PVT LTD.,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.7,4991.343000000004,4991.311162999997,4990.67008847,4989.21
AAJA TOWER,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7209.4,7208.452700000007,7207.525096000014,7207.42842709002,7208.7
AAK MALL LLP,32900.0,32900.0,32900.0,32900.0,32900.0,32900.0,32900.0,32900.0,32900.0,32905.5,32909.961599999995,32911.827272,32911.218657059966,32902.23
AAR PEE PRINT HOUSE,134380.0,134380.0,134380.0,134380.0,134380.0,134380.0,134380.0,134380.0,134380.0,134389.18,134378.27209999983,134377.5804549998,134376.3226295097,134382.67
AARCEE DECORATIVE MATERIALS P. LTD. ,1607625.0,1607625.0,1607625.0,1607625.0,1607625.0,1607625.0,1607625.0,3975127.0,4409446.0,4422985.34,4428824.586799996,4427773.327786994,4434378.130135471,1609415.36
AAREM SKY SPORTS & FITNESS,3427.0,3427.0,3427.0,3427.0,3427.0,3427.0,3427.0,3427.0,3427.0,3426.25,3425.847400000001,3425.482449000004,3425.403883810002,3426.23
AARKAY ERECTORS P. LTD.,5413.0,5413.0,5413.0,5413.0,5413.0,5413.0,5413.0,5413.0,5413.0,5413.96,5414.346000000006,5415.070945000011,5415.485071610005,5414.0
AARON CASHEW COMPANY,97940.0,97940.0,97940.0,97940.0,97940.0,97940.0,97940.0,97940.0,97940.0,97938.09,97949.31269999988,97972.70282799982,97981.83076804974,97949.0
AARYA VENTURES,91130.0,91130.0,91130.0,91130.0,91130.0,91130.0,91130.0,91130.0,91130.0,91132.07,91123.07170000007,91140.52247400014,91150.2508751702,91140.5
AARYAN ENTERPRISES,24389.0,24389.0,24389.0,24389.0,24389.0,24389.0,24389.0,24389.0,24389.0,24387.21,24385.7438,24385.06202,24385.641525449995,24387.1
AASA MIDDLE EAST CONTRACTING INDIA P. LTD.,1174.0,1174.0,1174.0,1174.0,1174.0,1174.0,1174.0,1174.0,1174.0,1173.68,1173.372199999998,1173.155501999998,1172.809675839998,1173.2
AASHA BIOCHEM,4848.0,4848.0,27530.0,10840.0,10840.0,10840.0,10840.0,10840.0,10840.0,10841.88,10842.592,10841.714253999986,10841.146954859993,10842.2666
AASHMI TRADERS,373067.0,1329062.0,1386276.0,1490751.0,577696.0,298848.0,20000.0,23975.0,27950.0,27947.9,27948.23509999997,27948.42258800002,27949.67842731005,577732.74
AASTHA ENTERPRISES,35249.0,35249.0,35249.0,35249.0,35249.0,35249.0,35249.0,35249.0,17852.0,17873.72,17880.325599999996,17896.737807000027,17893.96797177004,35244.72
AAVAA IMPEX,44060.0,44060.0,44060.0,44060.0,121820.0,121820.0,121820.0,121820.0,121820.0,121759.69,121711.8118,121700.83119399988,121701.46988895006,121733.61
"AAVANTIKA INTERIOR SYSTEMS PVT LTD.,",18508.0,18508.0,18508.0,18508.0,18508.0,18508.0,18508.0,18508.0,18508.0,18506.39,18505.663199999974,18505.15271099998,18505.10547033,18507.9
AAYUSH IMPEX,41572.0,41572.0,41572.0,41572.0,41572.0,41572.0,41572.0,41572.0,41572.0,41561.82,41553.37879999995,41545.901481000015,41542.9781456601,41575.38
AAZRA MARINE INDUSTRIES P. LTD.,10590.0,10590.0,10590.0,10590.0,10590.0,10590.0,10590.0,10590.0,10590.0,10590.42,10590.617600000012,10589.739688,10589.826108189976,10590.46
ABA APPAREL,18400.0,18400.0,18400.0,18400.0,32172.0,50580.0,25849.0,25849.0,25849.0,25857.3,25860.92959999999,25863.905463999963,25869.315476150023,32177.13
ABAAN IMPEX P. LTD.,102895.0,124338.5,145782.0,114558.0,83334.0,52110.0,240450.0,102100.0,102100.0,102111.74,102144.98680000012,102137.2110660001,102168.6297287701,83324.1001
ABABEEL IMPORT AND EXPORTS,236179.0,236179.0,236179.0,236179.0,236179.0,236179.0,236179.0,236179.0,236179.0,236125.25,236080.72770000008,236011.31600399985,235905.73675841023,235970.01
ABAD BUILDERS P. LTD.,385722.0,385722.0,385722.0,385722.0,385722.0,385722.0,385722.0,385722.0,385722.0,385530.24,385246.7343999996,385090.7892199997,385116.9130851691,385544.4647
ABAD EXPORTS P. LTD.,49555.0,65410.83,81266.67,97122.5,112978.33,128834.17,144690.0,144690.0,144690.0,144626.15,144604.6572000002,144553.361934,144486.58997564015,113014.78790000005
ABAD FISHERIES P. LTD.,970541.0,1390370.0,705638.0,374599.0,1277426.0,786285.0,483111.0,246893.0,10675.0,10685.81,10691.99110000002,10698.88444,10701.821091900012,1276636.08
ABAD HOTELS & RESORTS P. LTD.,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.37,4570.8907999999965,4571.370772999995,4572.381878989999,4570.25
ABAD RETAIL P. LTD.,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1247.41,1248.439900000001,1249.2904389999978,1249.6844014599983,1246.75
ABAFT SIGN AND LED PVT LTD,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0461,4800.0504179999925,4800.057722519985,4800.01
ABAN AGENCIES,81162.0,81162.0,81162.0,81162.0,81162.0,81162.0,81162.0,81162.0,81162.0,81149.45,81159.76150000011,81172.79439900006,81181.81634117995,81156.07
ABAN CHEMICALS,135270.0,135270.0,135270.0,135270.0,351702.0,351702.0,351702.0,351702.0,351702.0,351464.43,351107.1271999998,350987.12612000003,350937.12573175016,350805.875
ABAN TRADING,16222.0,16222.0,16222.0,16222.0,16222.0,16222.0,16222.0,16222.0,16222.0,16219.96,16218.628799999997,16217.914405000014,16217.038339430006,16219.59
ABANA TECHNOLOGY P. LTD.,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.04967,300.0496700000003,300.0
ABANCO TRADES AND MINERALS LLP,543000.0,543000.0,543000.0,543000.0,543000.0,543000.0,543000.0,27050.0,27050.0,27052.63,27053.31519999996,27056.01013200002,27056.33271038,542983.74
ABAX TRADE LINKS,53700.0,16300.0,17700.0,17700.0,17700.0,17700.0,17700.0,17700.0,17700.0,17699.93,17699.42099999999,17699.266272000023,17698.73570652003,17700.77
ABB POWER PRODUCTS AND SYSTEMS INDIA  LTD.,2811883.0,2811883.0,2811883.0,2811883.0,2811883.0,2811883.0,7401505.0,7401505.0,7401505.0,7419043.11,7440078.860300008,7527378.311344016,7519235.151411592,2831188.22
ABBYS ESTATE SUPPLIES,763.0,763.0,763.0,763.0,763.0,763.0,763.0,763.0,763.0,762.52,762.1543999999994,761.9228339999993,761.6255183099988,762.4
ABC EMPORIO LLP,11780.0,11780.0,48636.0,55100.0,28350.0,28350.0,28350.0,28350.0,28350.0,28349.01,28349.14889999998,28349.494920999965,28351.33662682994,28350.29
ABC GROUP FASTRACK,423.0,423.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,526.91,526.4998000000003,526.7443679999996,527.0354033499998,526.31
ABC IMPEX,673329.0,3020.0,1360.0,1360.0,1360.0,1360.0,1360.0,1360.0,1360.0,1359.45,1358.8891,1358.4255480000002,1358.289094049999,1359.2
ABC IMPEX IMPORT & EXPORT,233076.0,233076.0,233076.0,233076.0,233076.0,233076.0,233076.0,233076.0,233076.0,233329.79,233439.14499999952,233524.8051959996,233554.51740472956,233274.71
ABC MERCANTILE GROUP (INDIA) P. LTD.,180506.0,180506.0,180506.0,180506.0,180506.0,180506.0,180506.0,180506.0,180506.0,180415.18,180368.08479999995,180327.96023799985,180302.03214126,180482.92
ABC TOOLS,4088.0,3055.5,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.69,2023.358300000002,2023.419807000001,2023.6133062200013,2023.65
ABCDS MANUFACTORY,56181.0,56181.0,56181.0,56181.0,56181.0,56181.0,56181.0,56181.0,56181.0,56181.13,56181.249199999926,56183.21799699986,56184.37367572991,56181.28
ABD FISHERIES,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,231.95,231.80740000000043,232.1819850000005,232.3243902100004,231.96
ABDU MANAF,5770.0,5770.0,5770.0,5770.0,5770.0,5770.0,5770.0,5770.0,5770.0,5770.68,5771.6783,5771.957062000013,5772.278162660008,5771.1
ABDUL AZEEZ K           ,5880.0,5880.0,5880.0,5880.0,5880.0,5880.0,5880.0,5880.0,5880.0,5880.08,5880.054499999996,5880.104711999988,5880.664067269996,5879.87
ABDUL GAFOOR VALUTHODUKAYIL,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.02,3779.7127000000014,3779.4878480000007,3778.8591674700046,3779.6659999999997
ABDUL NAZEER,7630.0,64710.0,64710.0,64710.0,64710.0,64710.0,64710.0,64710.0,64710.0,64724.79,64743.191000000006,64741.41562299996,64738.07227246995,64718.22
ABDUL NOUFAL MUTHIRA,24990.0,6130.0,6130.0,6130.0,6130.0,6130.0,6130.0,6130.0,6130.0,6130.13,6129.922100000002,6130.515109000008,6130.582199780019,6130.23
ABDUL RAHIM PARA PARAMBIL,3952.0,3952.0,3952.0,3952.0,3952.0,3952.0,3952.0,3952.0,3952.0,3951.11,3951.200299999994,3950.446593999991,3949.7810287199904,3951.08
ABDUL SATHAR FAIZ,6226.0,6226.0,6226.0,6226.0,6226.0,6226.0,6226.0,6226.0,6226.0,6225.96,6226.344099999999,6226.819630999996,6226.769469440002,6226.78
ABDUSLAM,11050.0,11050.0,11050.0,11050.0,11050.0,11050.0,11050.0,11050.0,11050.0,11051.25,11051.4974,11050.970142,11050.449277099997,11052.47
"ABG CONSTRUCTION CHEMICALS,",12546.0,12546.0,12546.0,12546.0,12546.0,12546.0,12546.0,12546.0,12546.0,12545.34,12544.622200000002,12544.28078300001,12543.742816490005,12545.44
ABHAY ENGINEERS,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.1,320.9696999999994,321.13321699999875,321.4444282099988,321.23
ABHAY ISPAT(INDIA)PVT.LTD   ,2767001.0,2767001.0,2767001.0,2767001.0,2767001.0,2767001.0,2767001.0,2767001.0,2767001.0,2775503.15,2778607.195700001,2784354.879753998,2783468.29358934,2791427.2
ABIN BUILDING PRODUCTS & SOLUTIONS P. LTD.,624138.0,157046.0,101438.0,101438.0,101438.0,101438.0,101438.0,101438.0,101438.0,101444.77,101453.53439999987,101453.30213999996,101453.6401284899,101448.28
ABIN CASHEWS,208880.0,208880.0,208880.0,208880.0,156786.67,104693.33,52600.0,52600.0,52600.0,52607.04,52608.65480000001,52600.30659599997,52598.78091446994,156335.65209999998
ABIN JOSEPH,70517.0,70517.0,70517.0,70517.0,70517.0,70517.0,70517.0,70517.0,70517.0,70513.02,70510.76069999998,70511.26400100012,70509.62166471005,70512.05
ABIRA ENTERPRISES,217581.0,217581.0,217581.0,217581.0,217581.0,217581.0,217581.0,217581.0,217581.0,217697.88,217731.52350000004,217688.2408679998,217766.49115158973,217644.0
ABJEK INDIA ENGINEER'S,78000.0,78000.0,78000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,155985.07,155977.8804000002,155934.90701600016,155912.58426263006,155868.32
ABK INDUSTRIES LTD.,129072.0,129072.0,129072.0,129072.0,129072.0,129072.0,129072.0,129072.0,129072.0,129107.15,129155.01680000011,129133.22683299998,129121.12695517,129096.28
ABM MARINE PRODUCTS,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,21758.0,21758.0,21755.99,21751.9249,21747.099164999985,21745.139493179995,4053.0
ABM TRADERS,146330.0,152335.0,104000.0,29000.0,15900.0,13950.0,12000.0,12000.0,12000.0,12001.45,12003.375699999991,12003.474674999989,12002.677210219976,15895.133399999999
ABN TRADES,4605.0,4605.0,4605.0,4605.0,4605.0,2479.5,354.0,354.0,354.0,419.75,463.1895,491.7726880000004,511.25241584999975,4597.44
ABOO SALIM,9775.0,9775.0,9775.0,9775.0,9775.0,9775.0,9775.0,9775.0,9775.0,9771.51,9769.535899999995,9767.840742999995,9767.06268072,9772.26
ABOOBACKER ASSOCIATES,106764.0,106764.0,105804.67,104845.33,103886.0,103886.0,103886.0,103886.0,103886.0,103886.75,103924.9205,103959.57328899988,103993.9398560098,103939.71
ABR TRADERS,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.001795,24000.00324130997,24000.0
ABRAZ SLEEP SOLUTIONS,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11689.05,11689.73460000001,11690.958384,11692.000191669997,11689.7
ABSA INDIA INTERNATIONAL P. LTD.,14240.0,11500.0,25304.0,39108.0,52912.0,52912.0,52912.0,52912.0,52912.0,52905.66,52905.790400000034,52906.05588400002,52908.9974062,52899.78
ABT MARKETERS,8940.0,8940.0,8940.0,8940.0,8940.0,8940.0,20750.0,20750.0,20750.0,20739.59,20731.197500000028,20728.982247000007,20730.52167119002,8944.62
ABT MARKETING,14417.0,14417.0,14417.0,14417.0,14417.0,14417.0,14417.0,14417.0,14417.0,14416.5,14415.0522,14413.966322000011,14412.753662709987,14414.95
ABU KALAPPATTIL,12440.0,12440.0,12440.0,12440.0,12440.0,12440.0,12440.0,12440.0,12440.0,12440.62,12439.741300000012,12438.812150000018,12439.419566690032,12440.52
ABY STORES,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,602.4,602.1946000000008,601.9779310000017,601.9094517800013,602.6832
ACCUFINE LIFE SCIENCES ,195217.0,195217.0,195217.0,195217.0,195217.0,195217.0,195217.0,47774.0,47774.0,47802.85,47808.259800000014,47817.75811600004,47823.979784450006,195297.4
ACCURARCH ACRYLICS P. LTD.,6456.0,6456.0,6456.0,6456.0,6456.0,6456.0,6456.0,6456.0,6456.0,6455.16,6454.056099999995,6453.378123999994,6453.475869119999,6453.43
ACE,5120.0,5120.0,5120.0,5120.0,5120.0,5120.0,5120.0,5120.0,5120.0,5121.07,5122.847100000005,5122.552073000006,5121.441580230003,5118.91
ACE DIGITAL SYSTEMS,4790.0,4790.0,4790.0,4790.0,4790.0,4790.0,4790.0,4790.0,4790.0,4793.6,4795.6545999999935,4797.401399999993,4798.226247839986,4793.91
ACE SPORTS LTD.,4632.0,4632.0,4632.0,4632.0,4632.0,4632.0,4632.0,4632.0,4632.0,4630.94,4630.028699999999,4629.788779000002,4629.782887399996,4630.53
ACE TRADE LINKS,8090.0,8090.0,8090.0,8090.0,8090.0,8090.0,8090.0,8090.0,8090.0,8091.66,8095.157700000002,8101.108206999998,8102.8331523,8092.09
ACE TRADING,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,102000.0,101852.14,101815.35949999998,101790.00761200004,101781.57916166002,28000.0
ACEME IMPORTS & EXPORTS,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5399.83,5399.808000000004,5399.733032000007,5399.595497490014,5399.47
ACID INDIA (BANGALORE),25130.0,25130.0,50400.0,25130.0,25130.0,25130.0,25130.0,25130.0,25130.0,25130.23,25130.711599999988,25130.83930900001,25131.02236033998,25130.1
ACKHO FOODS LLP,17430.0,17430.0,17430.0,17430.0,17430.0,17430.0,17430.0,17430.0,17430.0,17430.9,17432.126899999996,17432.907649000004,17433.720599689994,17432.4767
ACM ENTERPRISES,200603.0,200603.0,200603.0,200603.0,200603.0,200603.0,200603.0,200603.0,200603.0,200554.3,200527.2608000003,200530.81679600023,200556.95006737043,200595.46
ACM METAL,495635.0,495635.0,495635.0,495635.0,255606.0,255606.0,255606.0,255606.0,255606.0,255673.52,255583.9455999997,255604.0687489996,255679.6642530897,255576.2
ACME COMMODITIES P. LTD.,247659.0,100000.0,100090.0,100090.0,100090.0,100090.0,100090.0,100090.0,100090.0,100092.55,100095.36709999996,100091.53760700008,100091.01186253004,100093.29
ACME IMPORTS & EXPORT,15063.0,15063.0,24383.0,20923.0,52137.0,52137.0,52137.0,52137.0,52137.0,52134.87,52131.36130000008,52132.730057000015,52138.16845121005,52138.925
ACO SYSTEMS AND SOLUTIONS P. LTD.,293.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.41,567.294100000001,567.521297,567.1439553599995,567.07
ACORN,15218.0,15218.0,15218.0,15218.0,15218.0,15218.0,15218.0,15218.0,15218.0,15216.02,15214.461500000009,15213.086421999991,15211.938907410007,15214.82
ACOUSTIC PLASTER SOLUTIONS (P) LTD,3067.0,3067.0,3067.0,3067.0,3067.0,3067.0,3067.0,3067.0,3067.0,3066.93,3065.874899999997,3065.122509,3065.1410866300016,3066.15
ACOUSTICAL SURFACES P. LTD.,74537.0,74537.0,74537.0,64271.83,54006.67,43741.5,33476.33,23211.17,12946.0,12949.01,12954.4704,12957.265392999996,12958.124268880008,54032.644299999956
